permno,rp_entity_id
16471,D28640
16472,4EEB00
16473,2C2418
16479,9DF2E4
16494,572945
16495,D8EE79
16497,CC35BE
16498,1DEBBE
16499,2F7A7E
16505,FC4550
16515,657097
16522,78F776
16524,C896B9
16525,C3CC59
16528,CF2840
16529,E41190
16530,D15D6A
16532,1B5E2B
16533,10CE4F
16535,17E6C2
16536,4DEC66
16537,28E3EB
16538,890C4E
16541,3C6A10
16542,3015AA
16543,1EA923
16545,84020C
16548,206852
16554,DF01B1
16555,DF42A0
16560,1E83DE
16562,6925EB
16568,A838F2
16570,B04426
16573,9E6115
16577,A28675
16581,6B236C
16582,3A50B2
16585,266DA8
16590,DC1C6C
16591,E16133
16592,5B0D4D
16594,CF2F28
16595,7552D0
16600,9F03CF
16603,BA7A45
16611,610A23
16613,E2CD6B
16617,0B400D
16625,70CA28
16626,B4F0C3
16629,9FFD64
16630,32C8CD
16631,3F96D5
16632,9E0811
16633,3A56AE
16638,3301B7
16640,91A013
16641,07C737
16648,4885C8
16649,0BF528
16650,6830FE
16653,6B0E45
16655,A72AEF
16656,B93B57
16660,A7F0A5
16664,F51DB0
16667,B53C12
16668,PLNHDU
16670,0EF1AF
16671,4EC2A0
16673,2B69E6
16675,6E5AF4
16678,95DC1F
16680,BEC48F
16681,13E30E
16684,755235
16688,2B84A6
16689,D17F7E
16690,21268E
16691,ED7F13
16692,EEEA9F
16693,C3484D
16696,694749
16697,EE04F0
16698,C6C702
16699,B73B08
16703,339F20
16705,C45C1F
16709,ADFB3A
16710,722756
16711,3C2D49
16712,F7ADEB
16736,D64EDF
16737,9CEF72
16738,26B640
16739,FE0EE8
16746,221204
16749,AB6FDB
16750,880C0C
16753,057C52
16754,36AC57
16756,29B702
16764,238302
16765,CC188F
16768,54DF47
16771,D70365
16773,ED0F01
16776,08A52E
16778,749E05
16779,DC6EF3
16780,D8B2E1
16781,60FE03
16784,156A99
16786,54F108
16787,22CB43
16792,FF227B
16793,CEE055
16794,270823
16795,0E3A77
16802,304891
16805,A48593
16806,CFC557
16809,4F783B
16813,108A2B
16816,7A51FE
16818,665440
16819,A754E3
16820,B614F8
16821,AD81B6
16824,B80AD1
16825,9820E9
16827,9A2760
16828,859281
16829,45ABCC
16830,0041F3
16836,86CB36
16837,43520A
16841,DC01FE
16844,D76735
16849,576505
16850,F27EE7
16851,C8A248
16853,O7G7DH
16856,C48574
16857,0EA1CF
16861,7F12D2
16866,F6223D
16874,ACDCFA
16880,136B26
16883,DC2EDC
16887,BA227C
16894,6381BF
16895,5E9934
16903,BE645B
16905,803FED
16911,608D97
16914,FDC9C0
16920,E06265
16921,C5CB9D
16922,EB7D6C
16923,DA3AA1
16924,FDD3FC
16927,23D060
16928,36529A
16929,BFC847
16931,765C22
16932,9F47E2
16933,E6CD63
16937,BF1829
16938,B079B3
16939,CBFFDD
16940,8ED60A
16961,BDF2BD
16962,3A6B67
16963,70C493
16964,1C48B0
16965,8F3BCC
16966,1FC422
16967,EAA0A7
16968,3A0C6D
16971,0B13E8
16974,1201B5
16975,59C1CF
16976,783E77
16980,9CD408
16981,F2EB9F
16982,D5A350
16983,3E0C83
16987,EFA7B2
16989,9592FB
16990,D42174
16991,2093B1
16992,E13782
16995,7C3H53
16998,A05DFF
16999,9914CC
17000,0DBB81
17005,69CE71
17017,EF63B9
17019,800F29
17023,60F8E0
17032,587D25
17033,198B18
17034,E2CB7B
17036,14391F
17038,3B318A
17039,CED4D0
17041,CF1CA2
17043,301493
17044,547E26
17045,3215CF
17058,8FBEC7
17088,3FA843
17091,B6D1E6
17092,61E5D6
17093,0A1D77
17094,1AC618
17100,182984
17103,781F3F
17104,B290A2
17105,367434
17106,3798B9
17107,BF7F64
17108,63E8D5
17109,C77930
17110,7E6A2F
17113,990D9C
17115,FF985B
17116,D11966
17117,95DE39
17121,494EB9
17122,D5B13D
17125,7AF5B8
17126,F721A7
17127,368E5F
17130,27A911
17131,27A911
17133,449447
17134,44AD77
17135,314D88
17137,BBDE8E
17139,CDC217
17140,435AA1
17141,31CDCB
17144,9CA619
17146,770E54
17147,7CF55E
17149,E99326
17150,6437E0
17151,197612
17155,8E4F9A
17157,7697D2
17178,979451
17200,E074F6
17209,DD92E7
17213,450960
17221,D7918D
17222,FA36A4
17223,97644E
17226,7F2C3E
17227,2D8972
17234,69FDFC
17250,C0FA69
17251,9F7565
17252,27C10F
17254,4192EC
17262,58EA22
17263,79E38F
17266,2D981A
17269,5E92D4
17270,31D4BD
17271,341759
17272,7532EC
17281,3BC360
17286,44494D
17287,416291
17301,0AFC61
17307,106394
17309,8BFE9A
17310,E19E65
17311,FB0883
17313,6A6F44
17315,CDC817
17316,586178
17317,893904
17318,649233
17322,2A8FA4
17323,D1C26F
17324,6621BA
17325,B2C73F
17326,F5D499
17327,25F7AF
17330,0F1EA3
17331,59A6BA
17332,B60064
17341,D44D33
17342,0A32EA
17343,4D229C
17344,FEBFE1
17345,C8756C
17346,01316B
17349,8E10BF
17350,AC1952
17351,D5D03B
17354,D4AB73
17357,71694D
17358,A017F4
17359,F31B13
17361,A23C9D
17362,3A1B1C
17365,4680CA
17366,8EEC0B
17367,AE5BC2
17368,556A57
17369,998690
17370,66667F
17372,9465C9
17373,FB9046
17374,054E7E
17378,C05339
17379,501903
17380,5069C4
17381,258FF3
17382,A6FC89
17444,994468
17478,CFF97C
17672,87486A
17676,FC4652
17677,CE69E9
17678,05F6BF
17679,5DA8B3
17680,93D3CB
17683,FBDA0F
17684,E6C8DC
17685,7A0EC4
17688,A204A7
17690,38A36A
17691,E610CD
17693,AC2505
17694,B286E6
17696,085F9A
17700,94208D
17701,A0DB39
17726,92B047
17743,B8F71F
17750,3DE4D1
17778,168A5D
17781,D5E8BF
17782,86170D
17783,0CC62B
17787,AD6141
17789,9546A5
17791,828265
17794,564F3E
17797,4913A3
17799,DC1405
17800,E5F0A8
17801,E3656D
17803,3AC964
17808,79162C
17809,277F14
17811,67B052
